北京,85
江苏,10
广东,24
其他,22
海外,37
上海,35
陕西,13
河北,4
浙江,16
西藏,1
台湾,2
香港,2
河南,3
黑龙江,1
辽宁,2
重庆,9
安徽,2
四川,11
山东,9
云南,3
湖南,6
吉林,1
贵州,2
广西,2
山西,2
天津,5
江西,2
海南,1
湖北,2
福建,1
内蒙古,1
新疆,1
