北京,368
辽宁,40
广东,221
其他,378
上海,158
香港,21
海外,204
青海,12
四川,81
浙江,116
湖南,47
重庆,30
新疆,15
河南,72
江苏,100
陕西,34
河北,42
福建,57
湖北,50
甘肃,12
内蒙古,20
山西,32
山东,83
吉林,24
江西,26
云南,32
黑龙江,36
海南,19
广西,26
台湾,22
贵州,24
天津,28
宁夏,16
安徽,45
西藏,5
澳门,4
